8812,DHFL Pramerica Global Agribusiness Offshore Fund(G),Unrated,Equity : International,"The primary investment objective of the scheme is to seek to generate long-term capital growth by investing predominantly in units of overseas mutual funds, focusing on agriculture and/or would be direct and indirect beneficiaries of the anticipated growth in the agriculture and/or affiliated/allied sectors. However, there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee/ indicate any returns."
9073,Invesco India Regular Savings Fund(G),Unrated,Hybrid : Debt Oriented,"To generate regular income and capital appreciation through a portfolio of debt, Money Market, Equity and Equity Related Instruments."
9078,IDFC Nifty Fund-Reg(G),3,Equity : Large Cap,"The investment objective of the scheme is to replicate the S&P CNX Nifty Index by investing in securities of the S&P CNX Nifty Index in the same proportion/wightage. However, there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns ."
9240,IDBI Nifty Index Fund(G),1,Equity : Large Cap,The investment objective of the scheme is to invest only in and all the stocks comprising the S&P CNX Nifty Index in the same weights of these stocks as in the Index with the objective to replicate the performance of the Total Returns Index of S&P CNX Nifty index. The scheme may also invest in derivatives instruments such as Futures and Options linked to stocks comprising the Index or linked to the S&P CNX Nifty index. The scheme will adopt a passive investment strategy and will seek to achieve the investment objective by minimizing the tracking error between the S&P CNX Nifty index (Total Returns Index) and the Scheme.
9247,Aditya Birla SL India Reforms Fund(G),4,Equity : Multi Cap,"The investment objective is to generate growth and capital appreciation by building a portfolio of companies that are expected to benefit from the economic reforms, PSU divestment and increased government spending."
9252,SBI PSU Fund-Reg(G),Unrated,Equity : Others,To provide investors with opportunities for long-term growth in capital along with the liquidity of an open-ended scheme through an active management of investments in a diversified basket of equity stocks of domestic Public Sector Undertakings (and their subsidiaries) and in debt and money market instruments issued by PSUs and others.
9763,Canara Rob InDiGo Fund-Reg(G),Unrated,Hybrid : Others,To generate income from a portfolio constituted of debt & money market securities along with investments in Gold ETFs.
9765,Axis Regular Saver Fund(G),1,Hybrid : Debt Oriented,"The Scheme seeks to generate regular income through investments in debt & money market instruments, along with capital appreciation through limited exposure to equity and equity related instruments."
9767,Mirae Asset Emerging Bluechip-Reg(G),5,Equity : Multi Cap,"The investment objective of the scheme is to generate income and capital appreciation from a portfolio primarily investing in Indian equities and equity related securities of large cap and mid cap companies at the time of investment. From time to time, the fund manager may also seek participation in other Indian equity and equity related securities to achieve optimal Portfolio construction. The Scheme does not guarantee or assure any returns."
11886,Essel Regular Savings Fund-Reg(G),Unrated,Hybrid : Debt Oriented,To generate regular income through a portfolio of predominantly high quality fixed income securities and with a marginal exposure to equity and equity related instruments.
11889,ICICI Pru Nifty Next 50 Index Fund(G),5,Equity : Large Cap,"The objective of the fund is to invest in companies whose securities are included in Nifty Junior Index and to endeavor to achieve the returns of the above index as closely as possible, though subject to tracking error. The fund intends to track only 90-95% of the Index i.e. it will always keep cash balance between  5-10% of the Net Assets to meet the redemptions and other liquidity requirements. However, as and when the liquidity in the Index improves the fund intends to track upto 100% of the Index."
11896,UTI Dynamic Bond Fund-Reg(G),3,Debt : Dynamic Bond,"The investment objective of the scheme is to generate optimal returns with adequate liquidity through active management of the portfolio, by investing in debt and money market instruments across duration. However, there can be no assurance that the investment objective of the scheme will be realized. The Scheme does not guarantee / indicate any returns."
11925,HDFC Short Term Debt Fund(G),3,Debt : Short Term,To generate income / capital appreciation through investments in Debt and Money Market Instruments. There is no assurance that the investment objective of the Scheme will be realized.
12319,HDFC Gold ETF,Unrated,Gold : ETFs,"To generate returns that are in line with the performance of gold, subject to tracking errors."
12328,ICICI Pru Gold ETF,Unrated,Gold : ETFs,"The objective of the scheme is to seek to provide investment returns that, before expenses, closely track the performance of domestic prices of Gold derived from the LBMA AM fixing prices. However, the performance of the scheme may differ from that of the underlying gold due to tracking error. There can be no assurance or guarantee that the investment objective of the plan will be achieved."
12342,IDBI Liquid Fund(G),2,Debt : Liquid,"The investment objective of the Scheme will be to provide investors with high level of liquidity along with regular income for their investment. The Scheme will endeavour to achieve this objective through an allocation of the investment corpus in a low risk portfolio of money market and debt instruments with maturity of up to 91 days. However, there can be no assurance that the investment objective of the Scheme will be realized."
12380,Axis Dynamic Bond Fund(G),3,Debt : Dynamic Bond,The scheme will endeavor to generate optimal returns while maintaining liquidity through active management of a portfolio of debt and money market instruments.
12382,Canara Rob Short Duration Fund-Reg(G),2,Hybrid : Debt Oriented,"To generate returns by investing in a wide range of debt securities and money market instruments of various maturities and risk profile. However, there is no assurance that the objective of the Fund willbe realised."
12420,Franklin India Low Duration Fund(G),4,Debt : Short Term,Strives to earn steady returns in the fixed income market by actively managing the portfolio while maitaining a low duration.
12454,ICICI Pru Ultra Short Term Fund Fund(G),2,Hybrid : Debt Oriented,The Scheme seeks to generate regular income through investments in fixed income securities so as to make regular dividend distribution to unitholders seeking the Dividend Option. The secondary objective of the Scheme is to generate long-term capital appreciation by investing a portion of the Schemes assets in equity and equity related instruments.
12456,ICICI Pru Credit Risk Fund(G),2,Debt : Short Term,"ICICI Prudential Regular Savings Fund is an open-ended income fund that intends to provide reasonable returns, by maintaining an optimum balance of safety, liquidity and yield, through investments in a basket of debt and money market instruments with a view to delivering consistent performance."
12459,IDFC Infrastructure-Reg(G),4,Equity : Sector-Infrastructure,The investment objective of the scheme is to seek to generate long-term capital growth through an active diversified portfolio of predominantly equity and equity related instruments of companies that are participating in and benefiting from growth in Indian infrastructure and infrastructural related activities.
12461,Axis Gold ETF,Unrated,Gold : ETFs,The investment objective of the Scheme is to generate returns that are in line with the performance of gold.
12694,Invesco India Nifty ETF,Unrated,Equity : ETFs,"To generate returns which closely correspond to the returns generated by securities as represented by S&P CNXNifty Index, subject to tracking error, if any."
12758,Reliance Small Cap Fund(G),4,Equity : Small Cap,The primary investment objective of the scheme is to generate long term capital appreciation by investing predominantly in equity and equity related instruments of small cap companies and the secondary objective is to generate consistent returns by investing in debt and money market securities.
12796,Essel 3 in 1 Fund(G),Unrated,Hybrid : Others,"The investment objective of the scheme is to generate long term capital appreciation through a portfolio of fixed income securities, Gold ETFs and equity & equity related Instruments. However there can be no assurance that the investment objective of the scheme will be achieved."
12811,Aditya Birla SL Nifty ETF,Unrated,Equity : ETFs,"The investment objective of the scheme is to provide returns that closely correspond to the total returns of securities as represented by S&P CNX Nifty, subject to tracking errors."
12823,IDBI Ultra ST(G),2,Debt : Ultra Short Term,"The objective of the Scheme will be to provide investors with regular income for their investment by investing in debt and money market instruments with relatively lower interest rate risk, such that the Macaulay duration of the portfolio is maintained between 3 months to 6 months. However, there canbe no assurance that the investment objective of the Scheme will be realized."
12836,IDBI Nifty Junior Index Fund(G),Unrated,Equity : Large Cap,The investment objective of the scheme is to invest only in and all the stocks comprising the CNX Nifty Junior Index in the same weights of these stocks as in the Index with the objective to replicate the performance of the Total Returns Index of CNX Nifty Junior Index. The scheme may also invest in derivatives instruments such as Futures and Options linked to stocks comprising the Index or linked to the CNX Nifty Junior Index as and when the derivative products on the same are made available. The scheme will adopt a passive investment strategy andwill seek to achieve the investment objective by minimizing the tracking error between the CNX Nifty Junior Index (Total Returns Index) and the Scheme.
12859,Reliance ETF Infra BeES,Unrated,Equity : ETFs,"The investment objective of R*Shares Infra BeES is to provide returns that, before expenses, closely correspond to the total returns of the Securities as represented by the Nifty Infrastructure Index by investing in the Securities in the same proportion as in the index."
12860,Reliance Index Fund - Nifty Plan(G),2,Equity : Large Cap,"The primary investment objective of the scheme is to replicate the composition of the Nifty, with a view to generate returns that are commensurate with the performance of the Nifty, subject to tracking errors"
12865,Reliance Index Fund - Sensex Plan(G),Unrated,Equity : Large Cap,"The primary investment objective of the scheme is to replicate the composition of the Sensex, with a view to generate returns that are commensurate with the performance of the Sensex, subject to tracking errors."
12894,IDBI Equity Savings Fund(G),Unrated,Hybrid : Debt Oriented,"The investment objective of the Scheme is to generate regular income by investing in Debt and money market instruments and using arbitrage and other derivative strategies. The Scheme also intends to generate long capital appreciation through unhedged exposure to equity and equity relatedinstruments. However, there can be no assurance or guarantee that the investment objective of the scheme will be achieved."
12938,Reliance Arbitrage Fund(G),3,Hybrid : Arbitrage,The investment objective of the scheme is to generate income by taking advantage of the arbitrage opportunities that potentially exists between cash and derivative market and within the derivative segment along with investments in debt securities & money market instruments.
13017,L&T Hybrid Equity Fund-Reg(G),4,Hybrid : Equity Oriented,To seek to generate long-term capital appreciation from a diversified portfolio of predominantly equity and equity related securities and to generate reasonable returns through a portfolio of debt and money market instruments.
13019,L&T Dynamic Equity Fund-Reg(G),1,Hybrid : Equity Oriented,To seek to generate long term capital appreciation from a diversified portfolio of equity and equity related securities and to generate reasonable returns by investing in a portfolio of debt and money market instruments and arbitrage opportunities in the cash and derivatives segments of the equity markets.There is no assurance that the objective of the Scheme will be realised and the Scheme does not assure or guarantee any returns.
13049,Axis Midcap Fund(G),1,Equity : Mid Cap,To achieve long term capital appreciation by investing predominantly in equity & equity related instruments of Mid Cap companies.
13056,Aditya Birla SL Gold ETF,Unrated,Gold : ETFs,"The investment objective of the Scheme is to generate returns that are in line with the performanceof gold, subject to tracking errors."
13350,L&T Low Duration Fund-Reg(G),5,Debt : Short Term,The investment objective of the Scheme is to generate reasonable returns primarily through investments in fixed income securities and money market instruments.
13366,Principal Balanced Advantage Fund(G),Unrated,Hybrid : Others,The primary objective of the scheme is to seek to generate long term capital appreciation with relatively lower volatility through systematic allocation of funds into equity; and in debt /money market instruments for defensive purposes.
13397,Motilal Oswal Nasdaq 100 ETF,Unrated,Equity : ETFs,"The Scheme seeks investment return that corresponds (before fees and expenses) generally to the performanceof the NASDAQ-100 Index, subject to tracking error."
13404,Edelweiss ASEAN Equity Off-Shore Fund-Reg(G),Unrated,Equity : International,"The primary investment objective of the Scheme is to provide long term capital growth by investing predominantly in JPMorgan Funds  JF ASEAN Equity Fund, an equity fund which invests primarily in companies of countries which are members of the Association of South East Asian Nations (ASEAN)."
13417,IDBI Equity Advantage Fund-Reg(G),1,Equity : Tax Saving (ELSS),"The Scheme will seek to invest predominantly in a diversified portfolio of equity and equity related instruments with the objective to provide investors with opportunities fir capital appreciation and income along with the benefit of income-tax deduction (under section 80C of the income-tax Act,1961)on their investments.Investments in this scheme would be subject to a statutory lock-in of 3 years from the date of allotment to be eligible for income-tax benefits under Section 80C.There can be no assurance that the investment objective under the scheme will be realized."
13420,Franklin India Credit Risk Fund(G),3,Debt : Short Term,The Fund seeks to provide regular income and capital appreciation through a focus on corporate securities.
13460,Invesco India Ultra Short Term Fund(G),4,Debt : Ultra Short Term,To primarily generate accrual income by investing in a portfolio of short term Money Market and Debt Instruments.
13595,Motilal Oswal Midcap 100 ETF,Unrated,Equity : ETFs,"The Scheme seeks investment return that corresponds (before fees and expenses) to the performance of CNXMidcap Index (Underlying Index), subject to tracking error."
13656,Reliance Banking & PSU Debt Fund(G),3,Debt : Short Term,"To generate income over short to medium term horizon through investments in debt and money market instruments of various maturities, consisting predominantly of securities issued by entities such as Banks, Public Sector Undertakings (PSUs) and Public Financial Institutions (PFIs). However, there is no assurance that the investment objective of the Scheme will be achieved"
14095,Taurus Dynamic Income Fund-Reg(G),Unrated,Debt : Dynamic Bond,"To generate optimal returns with high liquidity through active management of the portfolio by investing in Debt and Money Market Instruments. However, there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns."
14108,Reliance Gold Savings Fund(G),Unrated,Gold : MFs,The investment objective of the Scheme is to seek to provide returns that closely correspond to returns provided by Reliance Gold Exchange Traded Fund (RGETF).
14148,Kotak Gold Fund(G),Unrated,Gold : MFs,The investment objective of the scheme is to generate returns by investing in units of Kotak Gold Exchange Traded Fund.
14314,Mirae Asset Great Consumer Fund-Reg(G),4,Equity : Multi Cap,The investment objective of the scheme is to generate long term capital appreciation by investing in a portfolio of companies/ funds that are likely to benefit either directly or indirectly from consumption led demand in India. The Scheme does not guarantee or assure any returns.
14351,IDBI ST Bond(G),Unrated,Debt : Short Term,"The investment objective of the Scheme is to provide investors with regular income by investing in debt and money market instruments, such that the Macaulay duration of the portfolio is maintained between 1 year to 3 years. However, there can be no assurance that the investment objective ofthe Scheme will be realized."
14487,DHFL Pramerica Hybrid FTF-4(G),Unrated,Hybrid : Debt Oriented,The objective of the fund is to generate income by investing in high quality fixed income securities maturing on or before the date of the maturity of the Scheme and to generate capital appreciation by investing in equity and equity related instruments.
14493,Essel Large Cap Equity Fund(G),4,Equity : Large Cap,"The primary investment objective of the scheme is to generate long term capital appreciation by investing in an actively managed portfolio predominantly consisting of Equity & equity related securities diversified over various sectors. However, there is no assurance or guarantee that the investment objective of the Scheme will be achieved. The Scheme does not assure or guarantee any returns"
14559,Union Equity Fund(G),1,Equity : Large Cap,To achieve long-term capital appreciation by investing substantially in a portfolio consisting of equity and equity related securities.
14561,Union Liquid Fund(G),2,Debt : Liquid,"To provide reasonable returns commensurate with lower risk and high level of liquidity through a portfolio of money market and debt securities. However, there can be no assurance that the investment objective of the scheme will be achieved."
14593,Invesco India Gold Fund(G),Unrated,Gold : MFs,To provide returns that closely corresponds to returns provided by Religare Gold Exchange Traded Fund.
14597,DSPBR World Agriculture Fund-Reg(G),Unrated,Equity : International,"The primary investment objective of the Scheme is to seek capital appreciation by investing predominantly in units of BlackRock Global Funds World Agriculture Fund (BGF - WAF). The Scheme may, at the discretion of the Investment Manager, also invest in the units of other similar overseas mutual fund schemes, which may constitute a significant part of its corpus. The Scheme may also invest a certain portion of its corpus in money market securities and/ or money market/liquid schemes of DSP BlackRock Mutual Fund, in order to meet liquidity requirements from time to time."
14632,Sundaram Multi Asset Fund(G),Unrated,Equity : Others,"To seek capital appreciation by investing in equity and equity-related instruments to the extent of at least 65% and upto 35% in Fixed Income instruments, Commodity / Commodity ETFs, InvITs/REITs."
14666,SBI Gold-Reg(G),Unrated,Gold : MFs,The investment objective of the Scheme is to seek to provide returns that closely correspond to returns provided by SBI Gold Exchange Traded Scheme (SBI GETS).
14756,DSPBR Global Allocation Fund-Reg(G),Unrated,Equity : International,"The primary investment objective of the Scheme is to seek capital appreciation by investing predominantly in units of BlackRock Global Funds - Global Allocation Fund (BGF - GAF). The Scheme may also invest in the units of other similar overseas mutual fund schemes, which may constitute a significant part of its corpus. The Scheme may also invest a certain portion of its corpus in moneymarket securities and/ or money market/liquid schemes of DSP BlackRock Mutual Fund, in order to meet liquidity requirements from time to time. However, there is no assurance that the investment objective of the Scheme will be realized."
14885,ICICI Pru Regular Gold Savings Fund(G),Unrated,Gold : MFs,ICICI Prudential Regular Gold Savings Fund (the Scheme) is a fund of funds scheme with the primary objective to provide investment returns that closely corresponds to returns of the underlying Goldlinked fund(s) or Schemes.
14893,Union Tax Saver Fund(G),1,Equity : Tax Saving (ELSS),To generate income and long-term capital appreciation by investing substantially in a portfolio consisting of equity and equity related securities.
14960,UTI Credit Risk Fund-Reg(G),3,Debt : Short Term,The investment objective of the scheme is to generate reasonable income and capital appreciation by investing minimum of 65% of total assets in AA and below rated corporate bonds (excluding AA+ rated corporate bonds). However there can be no assurance that the investment objective of the Scheme will be achieved. The Scheme does not guarantee / indicate any returns.
15063,Taurus Banking & Fin Serv Fund-Reg(G),Unrated,Equity : Sector-Financial Services,"The primary objective of the Scheme is to generate capital appreciation through a portfolio that invests predominantly in equity and equity related instruments of Banking, Financial and Non Banking Financial Companies that form part of the BFSI Sector. However, there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns."
15131,IDBI Gold ETF,Unrated,Gold : ETFs,To invest in physical Gold and Gold related instruments with the objective to replicate the performance of Gold in domestic prices. The ETF will adopt a passive investment strategy and will seek to achieve the investment objective by minimizing the tracking error between the Fund and the underlying asset
15173,Union Short Term Fund(G),Unrated,Debt : Short Term,"The investment objective of the Scheme is to provide reasonable returns commensurate with low tomoderate risk and high level of liquidity through a portfolio of short to medium term debt and moneymarket instruments. However, there can be no assurance that the investment objective of the scheme will be achieved."
15208,Essel Flexible Income Fund(G),Unrated,Debt : Dynamic Bond,"The Scheme seeks to generate reasonable returns commensurate with the risk taken by active duration management of the portfolio. The Scheme would be investing in debt instruments including bonds, debentures and government securities and money market instruments over various maturity periods."
15245,Sundaram Select Micro Cap-Series IV-Reg(G),Unrated,Equity : Small Cap,To seek capital appreciation by investing predominantly in equity/equity-related instruments of companies that can be termed as micro-caps. A company whose market capitalisation is equal to or lower than that of the 301st stock by market cap on the NSE at the time of investment will be considered to be in micro-cap category.
15247,DHFL Pramerica Dynamic Bond Fund(G),4,Debt : Dynamic Bond,"The objective of the Scheme is to seek to generate returns through active management of a portfolio of debt and money market instruments. However, there is no assurance that the investmentobjective of the Scheme will be realized and the Scheme does not assure or guarantee any returns."
15304,L&T Equity Savings Fund-Reg(G),2,Hybrid : Equity Oriented,To generate regular income by predominantly investing in arbitrage opportunities in the cash and derivatives segments of the equity markets and debt and money market instruments and to generate long-term capital appreciation through unhedged exposure to equity and equity related instruments.
15330,Axis Gold Fund(G),Unrated,Gold : MFs,To generate returns that closely correspond to returns generated by Axis Gold ETF.
15378,Tata Retirement Sav Fund - Cons Plan(G),5,Hybrid : Debt Oriented,The objective of the Fund is to provide a financial planning tool for long term financial security for investorsbased on their retirement planning goals.
15379,Tata Retirement Sav Fund - Mod Plan(G),5,Hybrid : Equity Oriented,The objective of the Fund is to provide a financial planning tool for long term financial security for investorsbased on their retirement planning goals.
15380,Tata Retirement Sav Fund - Prog Plan(G),4,Equity : Multi Cap,The objective of the Fund is to provide a financial planning tool for long term financial security for investorsbased on their retirement planning goals.
15381,HDFC Gold Fund(G),Unrated,Gold : MFs,To seek capital appreciation by investing in units of HDFC Gold Exchange Traded Fund.
15471,Indiabulls Ultra Short Term Fund(G),4,Debt : Ultra Short Term,To provide liquidity with returns commensurate with low risk through a portfolio of money market and debt securities such that the Macaulay duration of the portfolio is between 3 months - 6 months.
15502,Indiabulls Liquid Fund(G),5,Debt : Liquid,"To provide a high level of liquidity with returns commensurate with low risk through a portfolio of money market and debt securities with maturity of up to 91days. However, there can be no assurance that the investment objective of the scheme will be achieved."
15557,Axis Focused 25 Fund(G),4,Equity : Multi Cap,To generate long term capital appreciation by investing in a concentrated portfolio of equity & equity related instruments of up to 25 companies.
15652,Axis Gilt Fund(G),Unrated,Debt : Long Term,The Scheme will aim to generate credit risk-free returns through investments in sovereign securities issued by the Central Government and/or State Government.
15655,ICICI Pru US Bluechip Equity Fund(G),Unrated,Equity : International,The investment objective of ICICI Prudential US Bluechip Equity Fund is to provide long term capital appreciation to investors by primarily investing in equity and equity related securities (including ADRs/GDRs issued by Indian and foreign companies) of companies listed on New York Stock Exchange and/or NASDAQ.
15687,IIFL Liquid Fund-Reg(G),3,Debt : Liquid,"To provide liquidity with reasonable returns in commensuration with low risk through a portfolio of money market and debt securities with residual maturity of up to 91days. However, there can be no assurance that the investment objective of the Scheme will be achieved."
15691,SBI Tax advantage Fund-II(G),Unrated,Equity : Tax Saving (ELSS),"The investment objective of the scheme is to generate capital appreciation over a period of ten years by investing predominantly in equity and equity-related instruments of companies across large, mid and small market capitalization, along with income tax benefit."
15717,Union Small Cap Fund(G),2,Equity : Small Cap,"To achieve long term capital appreciation by investing in a portfolio consisting of equity and equityrelated securities, predominantly of small and midsized companies."
15772,L&T Short Term Bond Fund-Reg(G),2,Debt : Short Term,"To generate regular returns and capital appreciation by investing in debt, government and money market securities."
15997,Indiabulls Blue Chip Fund(G),4,Equity : Large Cap,The primary investment objective of the Scheme is to seek to provide long-term capital appreciation from a portfolio that is invested predominantly in equity and equity-related securities of blue-chip large-cap companies.
16032,Union Dynamic Bond(G),2,Debt : Dynamic Bond,To actively manage a portfolio of good quality debt as well as money market instruments so as to provide reasonable returns and liquidity to the investors.
16034,HDFC Dynamic PE Ratio FOF-Reg(G),Unrated,Hybrid : Others,To seek capital appreciation by managing the asset allocation between specified equity and debtschemes of HDFC Mutual Fund.
16071,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),Unrated,Equity : International,"The Fund seeks to provide capital appreciation by investing predominantly in units of Franklin U. S. Opportunities Fund, an overseas Franklin Templeton mutual fund, which primarily invests in securities in the United States of America."
16088,IDBI Dynamic Bond(G),Unrated,Debt : Dynamic Bond,The objective of the Scheme is to generate income while maintaining liquidity through active managementof a portfolio comprising of debt and money market instruments.
16186,DHFL Pramerica Hybrid FTF-5(G),Unrated,Hybrid : Debt Oriented,To generate income by investing in high quality fixed income securities maturing on or before the date of the maturity of the Scheme and to generate capital appreciation by investing in equity and equity related instruments. There can be no assurance that the investment objective of the Scheme will be realized.
16220,Aditya Birla SL Gold Fund(G),Unrated,Gold : MFs,The investment objective of the scheme is to provide returns that tracks returns provided by Birla Sun Life Gold ETF (BSL Gold ETF).
16391,Canara Rob Gold ETF,Unrated,Gold : ETFs,"The investment objective of the Scheme is to generate returns that are in line with the performance of gold, subject to tracking errors."
16583,DHFL Pramerica Hybrid FTF-6(G),Unrated,Hybrid : Debt Oriented,The objective of the fund is to generate income by investing in high quality fixed income securities maturing on or before the date of the maturity of the Scheme and to generate capital appreciation by investing in equity and equity related instruments There can be no assurance that the investment objective of the Scheme will be realized.
16668,Canara Rob Gold Saving Fund-Reg(G),Unrated,Gold : MFs,The objective of this scheme is to provide returns that closely correspond to returns provided by Canara Robeco Gold Exchange Traded Fund.
16672,UTI Core Equity Fund-Reg(G),2,Equity : Multi Cap,"The objective of the scheme is to generate long term capital appreciation by investing predominantly in equity and equity related securities of large cap and mid cap companies. However, there can be no assurance or guarantee that the investment objective of the scheme would be achieved."
16677,BNP Paribas Medium Term Fund(G),2,Debt : Medium Term,"The investment objective of the Scheme is to seek to optimize returns by from a portfolio comprising investment in Debt & Money Market instruments such that the Macaulay duration of the portfolio is between 3 year and 4 years. However, there can be no assurance that the investment objectives of the Scheme will be realized. The Scheme does not guarantee/ indicate any returns."
16681,IDBI Gilt Fund(G),Unrated,Debt : Long Term,"Indiabulls Gilt Fund seeks to generate income and capital appreciation by investing predominantly in sovereign securities issued by the Central Government (including Treasury Bills) and / or by State Governments, without any restriction on the maturity of the portfolio. However there is no assurance that the investment objective of the Scheme will be realized and the Scheme does not assure or guarantee any returns."
16706,IDBI India Top 100 Equity Fund(G),2,Equity : Large Cap,The Investment objective of the Scheme is to provide investors with the opportunities for long-term capital appreciation by investing predominantly in Equity and Equity related Instruments of Large Cap ompanies. However there can be no assurance that the investment objective under the Scheme will be realized.
16718,ICICI Pru Global Stable Equity Fund(G),Unrated,Equity : International,"To provide adequate returns by investing in the units of one or more overseas mutualfund schemes, which have the mandate to invest globally. Currently the Scheme intends to investin the units/shares of Nordea 1  Global Stable Equity Fund  Unhedged (N1  GSEF - U). The fundmanager may also invest in one or more other overseas mutual fund schemes, with similarinvestment policy/fundamental attributes and risk profile and is in accordance with the investmentstrategy of the Scheme.The Scheme may also invest a certain portion of its corpus in domestic money market securities and/or money market/liquid schemes of domestic mutual funds including that of ICICI Prudential Mutual Fund, in order to meet liquidity requirements from time to time."
16855,DHFL Pramerica Hybrid FTF-7(G),Unrated,Hybrid : Debt Oriented,The objective of the fund is to generate income by investing in high quality fixed income securities maturing on or before the date of the maturity of the Scheme and to generate capital appreciation by investing in equity and equity related instruments There can be no assurance that the investment objective of the Scheme will be realized.
16903,Axis Banking & PSU Debt Fund(G),2,Debt : Short Term,"To generate stable returns by investing predominantly in debt & money market instruments issued by Banks, Public Sector Units (PSUs) & Public Financial Institutions (PFIs).The scheme shall endeavor to generate optimum returns with low credit risk."
16953,Union Asset Allocation Fund(G),Unrated,Hybrid : Others,"The investment objective of the Scheme is to generate capital appreciation by actively investing in a diversified portfolio of Equity and Equity Related Instruments, Debt and Money Market Instruments and Gold Exchange Traded Funds. However, there is no assurance that the investment objective of the Scheme will be achieved."
16955,Baroda Pioneer Banking & Fin Serv Fund(G),Unrated,Equity : Sector-Financial Services,The investment objective is to generate long-term capital appreciation for unit holders from a portfolio invested predominantly in equity and equity related securities of companies engaged in the Banking & Financial Services Sector. There is no assurance or guarantee that the investment objective of the Scheme will be realized.
17054,Baroda Pioneer Dynamic Bond Fund(G),Unrated,Debt : Dynamic Bond,The Investment objective of the scheme is to generate returns with liquidity by managing the  portfolio dynamically through interest rate cycles.There is no assurance or guarantee that the investment objective of the scheme would be realized.
17104,Axis CPO Fund-Sr 5(G),Unrated,Hybrid : Debt Oriented,The Scheme will endeavor to protect the capital by investing in a portfolio of debt & money market instruments that are maturing on or before the maturity of the Scheme. The scheme also aims to provide capital appreciation through exposure in equity & equity related instruments.
17163,IDFC Yrly Interval -Sr II-Reg(G),Unrated,Debt : FTP/FMP,The investment objective of the Scheme is to seek to generate returns from investments in Debt and Money Market instruments. There can be no assurance that the investment objective of the scheme will be realised.
17164,Reliance Retirement Fund-Wealth Creation(G),3,Equity : Tax Saving (ELSS),"The investment objective of the scheme is to provide capital appreciation and consistent income to the investors which will be in line with their retirement goals by investing in a mix of securities comprising of equity, equity related instruments and fixed income securities. However, there can be no assurance or guarantee that the investment objective of the Scheme will be achieved."
17166,Reliance Retirement Fund-Income Generation(G),2,Hybrid : Debt Oriented,"The investment objective of the scheme is to provide capital appreciation and consistent income to the investors which will be in line with their retirement goals by investing in a mix of securities comprising of equity, equity related instruments and fixed income securities. However, there can be no assurance or guarantee that the investment objective of the Scheme will be achieved."
17236,DSPBR US Flexible Equity Fund-Reg(G),Unrated,Equity : International,"The primary investment objective of the Scheme is to seek capital appreciation by investing predominantly in units of BGF  USFEF. The Scheme may, at the discretion of the Investment Manager, also invest in the units of other similar overseas mutual fund schemes, which may constitute a significant part of its corpus. The Scheme may also invest a certain portion of its corpus in money market securities and/or money market/liquid schemes of DSP BlackRock Mutual Fund, in order to meet liquidity requirements from time to time."
17242,IDBI Gold Fund(G),Unrated,Gold : MFs,The investment objective of the Scheme will be to generate returns that correspond closely to the returns generated by IDBI Gold Exchange Traded Fund (IDBI GOLD ETF).
17249,Invesco India Banking & PSU Debt Fund(G),Unrated,Debt : Short Term,"To generate returns by investing primarily in debt & Money Market Instruments issued by Banks, Public Financial Institutions (PFIs), Public Sector Undertakings (PSUs) and Municipal Bonds."
17428,ICICI Pru Multiple Yield-7-D(G),Unrated,Hybrid : Debt Oriented,"The primary objective of the Scheme is to seek to generate income by investing in a portfolio of fixed income securities/debt instruments. The secondary objective of the Scheme is to generate long term capital appreciation by investing a portion of the Scheme?s assets in equity and equity related instruments. However, there can be no assurance that the investment objective of the Scheme will be realized."
17430,IDBI Credit Risk Fund(G),1,Debt : Short Term,"The investment objective of the Scheme is to generate regular income and opportunities for capital appreciation by investing predominantly in AA and below rated corporate bonds across maturity spectrum. However, there is no guarantee or assurance that the investment objective of the schemewill be achieved."
17478,Reliance ETF Consumption,Unrated,Equity : ETFs,"The investment objective of the scheme is to provide investment returns that, before expenses, closely correspond to the total returns of the securities as represented by the CNX Consumption Index, subject to tracking errors. However, there can be no assurance or guarantee that the investment objective of the Scheme will be achieved."
17481,Reliance ETF Dividend Opportunities,Unrated,Equity : ETFs,"The investment objective of the scheme is to provide investment returns that, before expenses, closely correspond to the total returns of the securities as represented by the CNX Dividend Opportunities Index, subject to tracking errors. However, there can be no assurance or guarantee that the investment objective of the Scheme will be achieved."
17547,DHFL Pramerica Hybrid FTF-11-Reg(G),Unrated,Hybrid : Debt Oriented,The objective of the fund is to generate income by investing in fixed income securities maturing on or before the date of the maturity of the Scheme and to generate capital appreciation by investing in equity and equity related instruments. There can be no assurance that the investment objective of the Scheme will be realized.
17573,DSPBR 10Y G-Sec Fund-Reg(G),Unrated,Debt : Long Term,The investment objective of the Scheme is to seek to generate returns commensurate with risk from a portfolio of Government Securities such that the Macaulay duration of the portfolio is similar to the 10 Year benchmark government security.
